locationid1,ywp_year,Belgium,France,Netherlands,Portugal,SU_external_type__$,SU_external_type__I,SU_external_type__L,SU_external_type__M,SU_external_type__O,SU_external_type__T,SU_external_type__U,SU_external_type__W,SU_external_type__X,SU_external_type__Y,Soviet Union,Spain,US_external_type__$,US_external_type__I,US_external_type__L,US_external_type__M,US_external_type__O,US_external_type__T,US_external_type__U,US_external_type__W,US_external_type__X,US_external_type__Y,United Kingdom,United States,actorID,bc_id,bc_name,bwd_id,bwd_name,conflictID,country1,external_alleged,external_exists,external_type__$,external_type__I,external_type__L,external_type__M,external_type__O,external_type__T,external_type__U,external_type__W,external_type__X,external_type__Y,locationid2,ywp_id,ywp_name
530.0,1978,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1938,366,Ethiopia - Somalia,796,Government of Ethiopia - WSLF,261,Ethiopia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,520.0,9342,WSLF
530.0,1979,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1938,366,Ethiopia (Ogaden),796,Government of Ethiopia - WSLF,261,Ethiopia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,9344,WSLF
530.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1938,366,Ethiopia - Somalia,796,Government of Ethiopia - WSLF,261,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,520.0,9346,WSLF
530.0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1404,30,Ethiopia (Oromiya),522,Government of Ethiopia - WSLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,8893,WSLF
530.0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1345,29,Ethiopia (Ogaden),522,Government of Ethiopia - WSLF,133,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,8895,WSLF
530.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1939,365,Ethiopia (Sidamaland),791,Government of Ethiopia - WSLF,262,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,9296,WSLF
530.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1404,30,Ethiopia (Oromiya),55,Government of Ethiopia - TPLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,8902,TPLF
530.0,1985,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1404,30,Ethiopia (Oromiya),55,Government of Ethiopia - TPLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,8906,TPLF
530.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1261,28,Ethiopia  (Eritrea),53,Government of Ethiopia - TPLF,78,Ethiopia,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,8909,TPLF
530.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1404,30,Ethiopia (Oromiya),55,Government of Ethiopia - TPLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,8912,TPLF
530.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1404,30,Ethiopia (Oromiya),55,Government of Ethiopia - TPLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,8914,TPLF
530.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1404,30,Ethiopia (Oromiya),55,Government of Ethiopia - OLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,8410,OLF
530.0,1990,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1404,30,Ethiopia (Oromiya),55,Government of Ethiopia - OLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,8411,OLF
530.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1404,30,Ethiopia (Oromiya),55,Government of Ethiopia - OLF,219,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,2244,OLF
540.0,1975,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1421,3,Angola,568,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,6900,UNITA
540.0,1976,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1421,3,Angola,568,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,6902,UNITA
540.0,1977,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1421,3,Angola,568,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,6903,UNITA
540.0,1978,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1421,3,Angola,568,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6904,UNITA
540.0,1979,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1421,3,Angola,568,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6905,UNITA
540.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6813,UNITA
540.0,1981,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6816,UNITA
540.0,1982,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6819,UNITA
540.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6822,UNITA
540.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6825,UNITA
540.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6828,UNITA
540.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6831,UNITA
540.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6834,UNITA
540.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6837,UNITA
540.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1640,UNITA
540.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1421,3,Angola,7,Government of Angola - UNITA,131,Angola,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1641,UNITA
540.0,1991,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1421,4,Angola (Cabinda),191,Government of Angola - UNITA,192,Angola,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,3186,UNITA
541.0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6160,Renamo
541.0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6162,Renamo
541.0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6164,Renamo
541.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6166,Renamo
541.0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6168,Renamo
541.0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6170,Renamo
541.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6172,Renamo
541.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6174,Renamo
541.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6177,Renamo
541.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6179,Renamo
541.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6183,Renamo
541.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6186,Renamo
541.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,2536,Renamo
541.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,2537,Renamo
541.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1347,68,Mozambique,99,Government of Mozambique - Renamo,136,Mozambique,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,2538,Renamo
552.0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,292,Rhodesia,560,Government of Zimbabwe (Rhodesia) - ZANU,122,Zimbabwe (Rhodesia),0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,8798,ZANU
552.0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,292,Rhodesia,712,Government of Zimbabwe (Rhodesia) - ZANU,122,Zimbabwe (Rhodesia),0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,8799,ZANU
552.0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,292,Rhodesia,712,Government of Zimbabwe (Rhodesia) - PF,122,Zimbabwe (Rhodesia),0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,8801,PF
552.0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,292,Rhodesia,712,Government of Zimbabwe (Rhodesia) - PF,122,Zimbabwe (Rhodesia),0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,8803,PF
552.0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,292,Rhodesia,712,Government of Zimbabwe (Rhodesia) - PF,122,Zimbabwe (Rhodesia),0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,8805,PF
560.0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,263,South Africa (Namibia),516,Government of South Africa - SWAPO,101,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6376,SWAPO
560.0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,263,South Africa (Namibia),516,Government of South Africa - SWAPO,101,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6378,SWAPO
560.0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,263,South Africa (Namibia),516,Government of South Africa - SWAPO,101,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6380,SWAPO
560.0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,263,South Africa (Namibia),516,Government of South Africa - SWAPO,101,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6382,SWAPO
560.0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,263,South Africa (Namibia),516,Government of South Africa - SWAPO,101,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6384,SWAPO
560.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,263,South Africa (Namibia),516,Government of South Africa - SWAPO,101,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6386,SWAPO
560.0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,290,South Africa (Namibia),558,Government of South Africa - SWAPO,150,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6748,SWAPO
560.0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,290,South Africa (Namibia),558,Government of South Africa - SWAPO,150,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,7074,SWAPO
560.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,290,South Africa (Namibia),558,Government of South Africa - SWAPO,150,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,7076,SWAPO
560.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,263,South Africa (Namibia),516,Government of South Africa - SWAPO,101,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6394,SWAPO
560.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,290,South Africa (Namibia),558,Government of South Africa - SWAPO,150,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,7080,SWAPO
560.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,290,South Africa (Namibia),558,Government of South Africa - SWAPO,150,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,7082,SWAPO
560.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,290,South Africa (Namibia),558,Government of South Africa - SWAPO,150,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,7084,SWAPO
560.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,290,South Africa (Namibia),558,Government of South Africa - SWAPO,150,South Africa,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,7086,SWAPO
581.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,116,Comoros,158,Government of the Comoros - Presidential Guard,167,Comoros,,0.0,,,,,,,,,,,,3043,Presidential Guard
600.0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6322,Polisario
600.0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6324,Polisario
600.0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6328,Polisario
600.0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6330,Polisario
600.0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,6334,Polisario
600.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6303,Polisario
600.0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6305,Polisario
600.0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6307,Polisario
600.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6309,Polisario
600.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6311,Polisario
600.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6313,Polisario
600.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6315,Polisario
600.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6317,Polisario
600.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6319,Polisario
600.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,67,Morocco (Western Sahara),98,Government of Morocco - Polisario,135,Morocco,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,1164,Polisario
615.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,2,Algeria,2,Government of Algeria - Takfir wa'l Hijra / Exile and Redemption,191,Algeria,,0.0,,,,,,,,,,,,1208,Takfir wa'l Hijra / Exile and Redemption
616.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,289,Tunisia,551,Government of Tunisia - Résistance Armée Tunisienne,148,Tunisia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6651,Résistance Armée Tunisienne
625.0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1311,233,Sudan,521,Government of Sudan - National Front,113,Sudan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,6424,National Front
625.0,1983,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1312,233,Sudan,641,Government of Sudan - SPLM/A,113,Sudan,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,7597,SPLM/A
625.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1312,233,Sudan,641,Government of Sudan - SPLM/A,113,Sudan,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,8923,SPLM/A
