external_id,ywp_id,ywp_year,ywp_name,actorID,bc_id,conflictID,bc_name,bwd_id,bwd_name,country1,country2,locationid1,locationid2,external_exists,external_name,external_nameid,external_alleged,external_type_X,external_type_Y,external_type_L,external_type_W,external_type_M,external_type_T,external_type_$,external_type_I,external_type_O,external_type_U,external_type_text,external_type_code
5252,6523,1985,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5253,6523,1985,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Israel,666,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
5254,6527,1986,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5255,6527,1986,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Israel,666,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
5256,6531,1987,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5257,6531,1987,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Israel,666,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
5258,6531,1987,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,United States,2,0,0,0,0,0,1,0,0,0,0,0,Materiel/Logistics,M
5261,3438,1989,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,India,750,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
5262,3445,1990,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,India,750,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
5271,3547,1999,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5272,3492,2000,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,United States,2,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
5273,3492,2000,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,India,750,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
5275,4529,2003,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5276,4529,2003,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,0,0,1,0,1,0,0,"Training/Expertise, Intelligence material",TI
5277,5527,2005,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5278,5527,2005,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,0,0,1,0,1,0,0,"Training/Expertise, Intelligence material",TI
5279,7480,2006,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5280,7480,2006,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,LTTE-K,1233,0,0,1,0,0,1,0,0,0,0,0,"Access to military or intelligence infrastructure, Materiel/Logistics",YM
5281,7480,2006,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,0,0,1,0,1,0,0,"Training/Expertise, Intelligence material",TI
5282,7896,2007,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5283,7896,2007,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,China,710,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5284,7896,2007,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,LTTE-K,1233,0,0,1,0,0,1,0,0,0,0,0,"Access to military or intelligence infrastructure, Materiel/Logistics",YM
5285,7896,2007,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,0,0,1,0,1,0,0,"Training/Expertise, Intelligence material",TI
5286,8323,2008,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,China,710,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
5287,8323,2008,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,0,0,1,0,1,0,0,"Training/Expertise, Intelligence material",TI
5288,8670,2009,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,0,0,1,0,1,0,0,"Training/Expertise, Intelligence material",TI
5289,6520,1984,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,India,750,0,0,0,1,1,0,1,0,0,0,0,"Access to Territory, Weapons, Training/Expertise",LWT
5290,6524,1985,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,India,750,0,0,0,1,1,0,1,0,0,0,0,"Access to Territory, Weapons, Training/Expertise",LWT
5291,6528,1986,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,India,750,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5292,6532,1987,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,India,750,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
5293,6534,1988,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,State Government of Tamil Nadu,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
5294,3439,1989,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,State Government of Tamil Nadu,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
5295,3444,1990,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,State Government of Tamil Nadu,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
5296,3497,1991,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,State Government of Tamil Nadu,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
5297,3497,1991,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5298,3447,1992,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5299,3501,1993,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5300,3503,1994,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5301,3486,1995,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5302,3550,1996,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5303,3489,1997,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5304,3544,1998,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5305,3548,1999,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5306,3491,2000,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5307,3528,2001,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5308,4530,2003,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5309,5528,2005,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5310,7481,2006,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5311,7897,2007,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5312,8324,2008,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5313,8671,2009,LTTE,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,1,Tamil Diaspora,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
5314,6519,1984,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),526,Government of Sri Lanka (Ceylon) - TELO,Sri Lanka (Ceylon),,780,0,1,Israel,666,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
5315,6523,1985,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),526,Government of Sri Lanka (Ceylon) - TELO,Sri Lanka (Ceylon),,780,0,1,Pakistan,770,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5316,6523,1985,Government of Sri Lanka (Ceylon),780,151,157,Sri Lanka (Eelam),526,Government of Sri Lanka (Ceylon) - TELO,Sri Lanka (Ceylon),,780,0,1,Israel,666,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
5317,6521,1984,TELO,1164,151,157,Sri Lanka (Eelam),526,Government of Sri Lanka (Ceylon) - TELO,Sri Lanka (Ceylon),,780,0,1,India,750,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5318,6525,1985,TELO,1164,151,157,Sri Lanka (Eelam),526,Government of Sri Lanka (Ceylon) - TELO,Sri Lanka (Ceylon),,780,0,1,India,750,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5319,4988,2003,Government of Sudan,625,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Chad,483,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
5324,4990,2003,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Eritrea,531,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
5325,5158,2004,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Eritrea,531,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5326,5158,2004,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Libya,620,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5327,5158,2004,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Chad,483,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
5328,7901,2007,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Chad,483,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
5329,8339,2008,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Chad,483,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
5330,8663,2009,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Chad,483,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
5331,8663,2009,JEM,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,1,Libya,620,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
5333,6424,1976,National Front,1311,233,113,Sudan,521,Government of Sudan - National Front,Sudan,,625,0,1,Libya,620,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5334,7602,1996,Government of Sudan,625,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Iran,630,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
5335,7635,1997,Government of Sudan,625,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Iran,630,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
5336,7637,1998,Government of Sudan,625,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Iran,630,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5337,7639,1999,Government of Sudan,625,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Iran,630,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
5340,7691,1996,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Eritrea,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5341,7691,1996,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Ethiopia,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5342,7691,1996,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Uganda,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5343,7692,1997,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Eritrea,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5344,7692,1997,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Ethiopia,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5345,7692,1997,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Uganda,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5346,7693,1998,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Eritrea,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5347,7693,1998,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Ethiopia,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5348,7693,1998,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Uganda,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5349,7693,1999,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Eritrea,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5350,7693,1999,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Ethiopia,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5351,7693,1999,NDA,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,1,Uganda,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
5355,7479,2006,NRF,1317,233,113,Sudan,630,Government of Sudan - NRF,Sudan,,625,0,1,Chad,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
5356,4988,2003,Government of Sudan,625,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Chad,483,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
5362,4989,2003,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Eritrea,531,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
5363,5157,2004,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Eritrea,531,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5364,5157,2004,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Libya,620,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5365,5157,2004,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Chad,483,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5367,5435,2005,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Eritrea,531,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5368,5435,2005,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Libya,620,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5369,5435,2005,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Chad,483,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
5370,5782,2006,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Chad,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
5371,8338,2008,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Chad,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
5372,8338,2008,SLM/A,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,1,Fur Diaspora,9801,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
5375,7491,2006,SLM/A (MM),1318,233,113,Sudan,631,Government of Sudan - SLM/A (MM),Sudan,,625,0,1,Chad,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
5378,7903,2007,SLM/A-Unity,1319,233,113,Sudan,648,Government of Sudan - SLM/A-Unity,Sudan,,625,0,1,Chad,483,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
5379,8342,2008,SLM/A-Unity,1319,233,113,Sudan,648,Government of Sudan - SLM/A-Unity,Sudan,,625,0,1,Chad,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
5380,7596,1983,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Egypt,651,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5381,7596,1983,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,United States,2,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5382,8922,1984,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Egypt,651,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5383,8922,1984,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,United States,2,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5384,7756,1985,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Libya,620,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5385,7756,1985,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Egypt,651,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5386,7756,1985,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,United States,2,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5387,7756,1985,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Iraq,645,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5388,8929,1986,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Libya,620,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5389,8929,1986,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Egypt,651,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5390,8929,1986,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,United States,2,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5391,8929,1986,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Oman,698,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5392,8931,1987,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Libya,620,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5393,8931,1987,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Egypt,651,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5394,8931,1987,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,United States,2,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5395,8931,1987,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Iraq,645,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5396,7758,1988,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Libya,620,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5397,7758,1988,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,Egypt,651,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
5398,7758,1988,Government of Sudan,625,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,1,United States,2,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
